schema	papersoccer.opening-bank.v1
phase	development
depth	20
pairs	38
rules	8x10;opponent_goal_only;player_to_move_loses
generator	uniform-legal-move-generator/v1
generator_seed	4624785204876369057
selection	splitmix64-unbiased-rejection-sampling/v1
state_hash_algorithm	sha256-canonical-game-state/v1
canonicalization	horizontal-reflection-min-serialization-sha256/v1
opening_ply_definition	one physical selected edge, including rebound edges
opening_id	phase	depth	generation_seed	state_hash	canonical_key	to_move	moves
development-d20-c51e59f91c41ab3256c8bda2d5628bc7468b5900eed5e32b98f6c2261e129ee1	development	20	10815633990619396739	c51e59f91c41ab3256c8bda2d5628bc7468b5900eed5e32b98f6c2261e129ee1	d2cdd1e54be0fd573fdc795359321f4312fb088331cc2defc8767b3dd5953ae2	two	3,6;3,5;3,4;4,4;5,3;6,3;7,3;8,4;7,4;6,5;5,4;4,3;4,2;3,1;4,1;4,2;3,3;4,3;5,2;5,3
development-d20-4e977491263802cc964d20cd6670042550b1939307333c4f08a91b6b162789c1	development	20	4840674304909672565	4e977491263802cc964d20cd6670042550b1939307333c4f08a91b6b162789c1	a753d8d45df8091af6787c59931852ff5c5df560380eca56c9902fa0dbc66a70	two	5,5;6,5;7,4;8,5;7,5;7,6;8,6;7,7;8,7;7,6;7,7;8,8;7,9;6,8;5,7;5,6;6,6;7,7;6,7;5,8
development-d20-20d3c15eef492c465681076217711c4dcc8d44320c824f113fb0616aea188e90	development	20	9129615673071708936	20d3c15eef492c465681076217711c4dcc8d44320c824f113fb0616aea188e90	fbfcbe8588d90173fbcc5222e332123e70b542ecfc7c80053d8fd617c5044af9	two	3,6;2,6;3,7;4,7;5,7;5,6;4,7;5,8;4,9;5,10;4,10;5,9;5,8;6,9;7,8;6,7;5,6;5,5;6,5;7,5
development-d20-8988b5c3dd9c261d311a66b7967ac316adadd42f3cbad457381930893252b095	development	20	12112245092042579516	8988b5c3dd9c261d311a66b7967ac316adadd42f3cbad457381930893252b095	5676b5201bf414a2ec65b5b5bdba0ec9f5673ede8c34460337f33005cae6f2e1	one	5,5;4,5;4,4;4,3;3,4;4,4;3,3;4,2;5,1;6,2;5,3;4,4;5,5;6,4;7,3;8,3;7,2;7,3;6,3;5,4
development-d20-ce326741f70fd23155230eb3a1632bb6effeec455adbf54341d49b9d728579da	development	20	7204357718971145664	ce326741f70fd23155230eb3a1632bb6effeec455adbf54341d49b9d728579da	7505fa5bdb03848c816bc9160055dddf8036ccd896642060a3d8ed8ff500136e	one	5,5;4,4;5,4;6,5;5,5;5,6;4,6;3,5;4,5;5,5;5,4;5,3;4,2;5,1;5,2;4,2;4,3;4,4;5,3;6,3
development-d20-0e7c33b962c3dbe07504b8d640ac83d325c31ee6e8f75ea99f401767f9fa1cf9	development	20	9037001313145565223	0e7c33b962c3dbe07504b8d640ac83d325c31ee6e8f75ea99f401767f9fa1cf9	4a7b1b89ec544d7b7750f40186b683ce4fd9f42d00b849ad0672b6346fe425fd	one	4,5;3,6;4,7;3,7;3,8;2,7;2,8;1,9;0,9;1,10;1,11;0,10;1,10;2,10;2,11;3,10;4,11;5,11;6,10;7,9
development-d20-e12ee233dc3aa0e49182e483b91f7bce6d8c37596ad09c0567132b6d105cf038	development	20	17359144206152048704	e12ee233dc3aa0e49182e483b91f7bce6d8c37596ad09c0567132b6d105cf038	0a185c69a3cbb3e22c9f0a78bed14bc8d8b94680c0d46449e2301506dcbc1449	one	3,7;3,8;2,8;3,7;4,7;3,6;2,5;3,5;4,4;4,3;5,2;6,2;5,3;6,4;7,4;8,5;7,5;6,6;7,6;6,5
development-d20-21340138a465c070ae5a46040ef0804e891bc07721b1652fd234af006db39e72	development	20	15570803733406374145	21340138a465c070ae5a46040ef0804e891bc07721b1652fd234af006db39e72	20decd4e5bb58ef60c19f61aa97660acdefb885008287fa4ea0d08a32a3fd572	one	5,6;6,5;7,4;7,3;6,3;6,2;6,1;7,2;8,2;7,3;8,4;7,5;8,5;7,6;6,7;5,8;4,8;4,9;5,8;6,9
development-d20-671298d3b461d36550ca7f04308102ce3c7386b8ece29e433d69a8aa8e958931	development	20	13504630965804733435	671298d3b461d36550ca7f04308102ce3c7386b8ece29e433d69a8aa8e958931	f36ce1124652a1c5a557c1e94143a496ac8fa55e4558f274b0ed74e269a9952f	one	3,6;4,7;5,6;6,6;7,6;6,5;7,5;6,4;6,3;5,3;5,2;4,3;4,4;3,3;2,2;3,2;4,2;4,3;5,3;5,4
development-d20-ab4ba195af1a191a9f5f4d24f1679fc406802db3e9f7089504d8b194f39d2c81	development	20	8516000391656239007	ab4ba195af1a191a9f5f4d24f1679fc406802db3e9f7089504d8b194f39d2c81	b35e39938a634238abc04dbcd4d6f0e31d15825c8a6d078042f9addd48f5c56c	one	3,6;3,7;4,8;5,7;5,6;6,6;5,5;6,5;7,6;7,5;8,4;7,4;8,5;7,6;8,7;7,7;8,6;7,6;6,6;5,7
development-d20-01a1e1c284ddf392593804f15d09e7e461855734b23f52c60aedb4b7943b9b40	development	20	2528430928850105944	01a1e1c284ddf392593804f15d09e7e461855734b23f52c60aedb4b7943b9b40	01a1e1c284ddf392593804f15d09e7e461855734b23f52c60aedb4b7943b9b40	two	3,7;2,7;1,7;2,8;3,7;3,6;2,5;1,5;0,4;1,4;2,5;2,6;1,6;0,6;1,7;0,7;1,8;0,8;1,7;1,6
development-d20-5a9a5f9dcfee8bf7491e425825e5134be242f7c799063a292babc02f53f4bed1	development	20	5520766515334778716	5a9a5f9dcfee8bf7491e425825e5134be242f7c799063a292babc02f53f4bed1	352f472819ad26c5b6c9d62f317cdceaba2ad4a86e79c59f0c5bac3023e4fa67	two	3,5;2,6;2,7;1,7;2,8;1,9;1,10;2,10;2,9;1,9;0,8;1,8;2,8;2,7;3,7;2,8;3,9;4,9;5,10;5,9
development-d20-44549a7cccb574590d6ebca47ec2ad045b92971aeb1360b1b743b63e45efd45d	development	20	11611418451470502033	44549a7cccb574590d6ebca47ec2ad045b92971aeb1360b1b743b63e45efd45d	44549a7cccb574590d6ebca47ec2ad045b92971aeb1360b1b743b63e45efd45d	one	3,6;3,5;2,5;2,4;3,4;3,5;2,6;3,7;4,7;5,6;6,7;7,6;6,6;6,5;5,4;4,4;3,3;2,4;2,3;1,2
development-d20-1968b55b8dda4284d67343c66fa6cfa81820802d883f9d18e36101f240fcea88	development	20	12289728803485363414	1968b55b8dda4284d67343c66fa6cfa81820802d883f9d18e36101f240fcea88	1968b55b8dda4284d67343c66fa6cfa81820802d883f9d18e36101f240fcea88	two	3,7;2,6;3,5;3,6;2,5;2,6;1,6;1,7;2,7;2,8;1,7;0,7;1,6;1,5;2,6;2,7;1,8;2,9;1,10;0,9
development-d20-a8c127a21dee42bae68cae623040505d852611ed65c06bd0a8a2fcc419e8ab34	development	20	14153829656714677773	a8c127a21dee42bae68cae623040505d852611ed65c06bd0a8a2fcc419e8ab34	a8c127a21dee42bae68cae623040505d852611ed65c06bd0a8a2fcc419e8ab34	two	5,5;4,5;3,5;2,6;1,5;1,4;0,3;1,2;2,3;3,4;2,5;3,5;4,6;5,7;4,8;4,7;5,8;6,9;5,10;4,11
development-d20-8ee51060513dd22a2e9ef202625caef332f96849f1b91832f0da744d5ab6df59	development	20	5232811517462223722	8ee51060513dd22a2e9ef202625caef332f96849f1b91832f0da744d5ab6df59	64f3884b8edc82bda742fb2fca4b4ebb98d9919e5b4cd86c3d081aac07fa469b	two	5,5;4,5;3,4;3,5;3,6;4,6;3,5;4,4;5,5;5,6;6,7;5,8;5,7;6,7;7,7;8,8;7,9;6,8;7,7;8,7
development-d20-3b44bfcc907d5e640317d0636a3cc5ec7552ccb2c3bbf174d7b09c5fe52178f9	development	20	11530181283953976316	3b44bfcc907d5e640317d0636a3cc5ec7552ccb2c3bbf174d7b09c5fe52178f9	3b44bfcc907d5e640317d0636a3cc5ec7552ccb2c3bbf174d7b09c5fe52178f9	two	5,5;4,5;4,6;3,7;2,6;1,7;1,8;1,9;1,10;1,11;0,10;1,10;0,9;1,8;0,8;1,9;2,9;2,8;2,7;1,8
development-d20-bd52592d5ac3527bdbb9103cb87b21069b23c5f2263b08d2523db867fc868532	development	20	10197001404044794072	bd52592d5ac3527bdbb9103cb87b21069b23c5f2263b08d2523db867fc868532	a06787f56b822a602b9964da20e21a6d255e9058de34541cca01f52697976529	one	3,5;4,4;4,5;5,5;5,4;4,4;5,3;6,4;6,3;7,4;6,4;7,5;6,6;6,7;5,7;6,8;6,9;5,10;4,9;4,10
development-d20-87b1d64082976eb9c129ca86c3184f20876f5b64be91bb00dcee7efdc4bb46da	development	20	3621844294089189840	87b1d64082976eb9c129ca86c3184f20876f5b64be91bb00dcee7efdc4bb46da	87b1d64082976eb9c129ca86c3184f20876f5b64be91bb00dcee7efdc4bb46da	one	5,7;5,8;6,9;6,8;5,7;4,7;4,6;4,5;5,5;6,4;6,5;6,6;5,7;5,6;4,7;3,7;2,6;2,7;2,8;1,9
development-d20-ef404e350339020ee804a65e3ddf6e5c62f120fc7d32a86b766b35dc2f653fc4	development	20	14834922243273010444	ef404e350339020ee804a65e3ddf6e5c62f120fc7d32a86b766b35dc2f653fc4	ef404e350339020ee804a65e3ddf6e5c62f120fc7d32a86b766b35dc2f653fc4	two	5,7;5,8;6,8;7,8;6,7;5,6;5,7;6,6;7,5;8,4;7,4;6,5;7,6;7,5;8,5;7,6;6,7;5,7;4,8;3,7
development-d20-088060d77033f295169b7ac0381f416b60a4b01bfea9860f594fcb2edc9efb0d	development	20	18180589805514206401	088060d77033f295169b7ac0381f416b60a4b01bfea9860f594fcb2edc9efb0d	088060d77033f295169b7ac0381f416b60a4b01bfea9860f594fcb2edc9efb0d	one	4,7;5,6;6,6;6,5;5,4;4,3;5,3;6,2;7,2;7,3;8,2;7,2;6,1;5,2;4,1;3,1;3,2;4,2;4,3;3,2
