schema	papersoccer.opening-bank.v1
phase	development
depth	8
pairs	38
rules	8x10;opponent_goal_only;player_to_move_loses
generator	uniform-legal-move-generator/v1
generator_seed	9297997631523997120
selection	splitmix64-unbiased-rejection-sampling/v1
state_hash_algorithm	sha256-canonical-game-state/v1
canonicalization	horizontal-reflection-min-serialization-sha256/v1
opening_ply_definition	one physical selected edge, including rebound edges
opening_id	phase	depth	generation_seed	state_hash	canonical_key	to_move	moves
development-d8-8062f163de44cc50d13ecd4a889e9b6cd246d5670bebe85c487ebae6e7f19884	development	8	16218908684133620748	8062f163de44cc50d13ecd4a889e9b6cd246d5670bebe85c487ebae6e7f19884	8062f163de44cc50d13ecd4a889e9b6cd246d5670bebe85c487ebae6e7f19884	two	5,7;4,7;3,6;2,7;1,7;0,8;1,8;1,9
development-d8-023121153e4bfabb88c981561c363da5519dc5c9cfbccf40442bd889b700e09f	development	8	17658293032108054065	023121153e4bfabb88c981561c363da5519dc5c9cfbccf40442bd889b700e09f	cc7c61472255f5dc863339bb380a07acdc7da458b07863061693087b2aa59f2c	one	3,7;4,8;4,9;5,9;6,8;6,9;7,10;7,9
development-d8-d527804612e824b762f721e11c7db84462a00dd5b725c5225a5392549ddf67e5	development	8	9308153723461937611	d527804612e824b762f721e11c7db84462a00dd5b725c5225a5392549ddf67e5	d527804612e824b762f721e11c7db84462a00dd5b725c5225a5392549ddf67e5	two	3,7;2,7;3,8;2,9;1,10;1,9;2,10;1,10
development-d8-9abf2e284a51b8a60f0a571fe1b2a9e34e58080e83d442b510abc42de8242473	development	8	6480288408279385741	9abf2e284a51b8a60f0a571fe1b2a9e34e58080e83d442b510abc42de8242473	87c68403f0beab5fb83ac6bf4b7016e638416d95ea515aafe3a1c1f75e23ec1f	one	5,5;4,5;3,6;3,5;3,4;4,4;5,4;6,5
development-d8-268593f539c345c33d5d12286565147df7aa324ac514165d5b8284f7992ad7ae	development	8	16389947048904878786	268593f539c345c33d5d12286565147df7aa324ac514165d5b8284f7992ad7ae	dea7e3200c571558306f7c0e2d19fad2b41e8d49f0d6aaa596f954968db2dbb8	two	3,7;3,6;2,6;3,5;3,6;4,7;5,7;6,6
development-d8-1d133eb2d306ecc8bbac1846da55dc31465686b6dc40594acb4437821f702564	development	8	5942229843962098161	1d133eb2d306ecc8bbac1846da55dc31465686b6dc40594acb4437821f702564	b11fda7186efdc112e576f29435d4b62ba300776a04f46bd56966937f1b254a2	two	4,7;3,6;4,5;5,4;5,5;4,6;5,7;5,6
development-d8-8e849aec7cbf6ba820f662d1dcb3f9c7e32c7fb20524df8cee8910f45cdc9546	development	8	16130231499735281489	8e849aec7cbf6ba820f662d1dcb3f9c7e32c7fb20524df8cee8910f45cdc9546	8e849aec7cbf6ba820f662d1dcb3f9c7e32c7fb20524df8cee8910f45cdc9546	one	3,6;2,7;2,6;3,7;2,7;1,6;0,6;1,7
development-d8-47db77f9e69c370e5a58c2d36cdebb45519796ea599b7477a10a1c430947236f	development	8	9967806878472455291	47db77f9e69c370e5a58c2d36cdebb45519796ea599b7477a10a1c430947236f	5b9530f29c768ce128d1517c26f1df52f5dcfa1e6839a6b3c56aae65fe13679c	one	5,5;5,4;6,3;5,2;4,2;3,3;3,4;4,5
development-d8-385d577bd45afe0e8f3f799325c78728acbeed09d867584f369ce45345bc8548	development	8	8334220844378058347	385d577bd45afe0e8f3f799325c78728acbeed09d867584f369ce45345bc8548	45c21f9a1a1930bfd770c0e366a3ca0c21321bfaa65e0557662cfaf399c1ac0e	one	3,6;4,5;4,4;5,4;6,3;6,4;7,3;7,2
development-d8-d66e17dbce40b97ebcf9a64c5c079832bd61b2ca360dc982a787c4cb943d2243	development	8	3298712805119858510	d66e17dbce40b97ebcf9a64c5c079832bd61b2ca360dc982a787c4cb943d2243	e2501e2d155bc2b2d5522c6abc8efa50cc824ba653b77509e60bfd16ade199e0	one	5,5;6,4;6,5;7,6;6,6;6,5;5,5;4,4
development-d8-2207610c1bfff7d851784efbfd158e53e07f535d9a8e34fa3b454eacad602009	development	8	13336814503961645046	2207610c1bfff7d851784efbfd158e53e07f535d9a8e34fa3b454eacad602009	2207610c1bfff7d851784efbfd158e53e07f535d9a8e34fa3b454eacad602009	one	4,5;3,5;4,4;3,3;4,2;5,2;4,3;3,2
development-d8-d28486dab83f1ff245bd9277b2fe924079afd056efbafa2ff9f33232240abe9c	development	8	9137222797202418156	d28486dab83f1ff245bd9277b2fe924079afd056efbafa2ff9f33232240abe9c	cf5c9c503cfd244d768e669265d46f3457d67134f4d72f93a9e8f79fc3b02fe6	two	5,6;6,6;6,5;5,4;5,3;4,3;5,4;6,3
development-d8-b4dacf33e8c9dd5af7c7256c54f056e9627be786b6121a2d079dcce66fb70eca	development	8	6042047372110844906	b4dacf33e8c9dd5af7c7256c54f056e9627be786b6121a2d079dcce66fb70eca	b4dacf33e8c9dd5af7c7256c54f056e9627be786b6121a2d079dcce66fb70eca	two	4,7;5,6;4,6;4,5;3,6;2,5;2,4;1,4
development-d8-e49cc6cf55015db53e46857d670a2814533725a59d54d002ec8aa3c7a9e2c8e8	development	8	8479859143885480873	e49cc6cf55015db53e46857d670a2814533725a59d54d002ec8aa3c7a9e2c8e8	e49cc6cf55015db53e46857d670a2814533725a59d54d002ec8aa3c7a9e2c8e8	two	3,6;3,7;2,8;1,7;0,7;1,6;0,6;1,7
development-d8-3287af1e33037787bda611ce961d689d0309aaff12f834178e5386b88fd3809a	development	8	12435866295080649045	3287af1e33037787bda611ce961d689d0309aaff12f834178e5386b88fd3809a	3287af1e33037787bda611ce961d689d0309aaff12f834178e5386b88fd3809a	one	4,5;5,4;5,3;4,4;3,3;2,3;1,3;1,2
development-d8-04b59d95a39c9bf5ce31b1f87a723763274bcf9c71ba117a3b8d137482f937cd	development	8	8393789413074855216	04b59d95a39c9bf5ce31b1f87a723763274bcf9c71ba117a3b8d137482f937cd	04b59d95a39c9bf5ce31b1f87a723763274bcf9c71ba117a3b8d137482f937cd	one	3,5;2,5;1,5;2,6;3,7;4,7;4,8;4,9
development-d8-e34d0f750a872bef774f63cd4403f8670b845a13e1dc7041b16f4b617bdce62b	development	8	2789347471215220349	e34d0f750a872bef774f63cd4403f8670b845a13e1dc7041b16f4b617bdce62b	e34d0f750a872bef774f63cd4403f8670b845a13e1dc7041b16f4b617bdce62b	two	3,5;3,6;4,7;3,8;2,8;3,9;3,8;4,9
development-d8-8b597e4af001a44727baad33c05a75ade8c6ca9d16d40c2488a322a702ff5e9d	development	8	15881649359518661108	8b597e4af001a44727baad33c05a75ade8c6ca9d16d40c2488a322a702ff5e9d	c63a64e1a41912982f52b6835e76800a05ae3a3aa06cfa167b60987e9a384f28	one	5,7;5,6;6,6;7,7;7,6;7,5;7,4;7,3
development-d8-5049b8405e90548ee41e97c00e689674db7e8a9cd49edd4f0e0ee5167d2e72a5	development	8	9391858495799807385	5049b8405e90548ee41e97c00e689674db7e8a9cd49edd4f0e0ee5167d2e72a5	5049b8405e90548ee41e97c00e689674db7e8a9cd49edd4f0e0ee5167d2e72a5	two	5,5;6,5;5,6;4,5;3,4;3,3;2,2;2,1
development-d8-54c4aa3ceff0ade8910d72eb7828928e2d97b6e384cf22f3ec41b0725b247899	development	8	6563325994190118245	54c4aa3ceff0ade8910d72eb7828928e2d97b6e384cf22f3ec41b0725b247899	54c4aa3ceff0ade8910d72eb7828928e2d97b6e384cf22f3ec41b0725b247899	one	3,7;3,8;4,7;4,6;5,7;4,7;3,6;2,5
development-d8-d84abcc828946839885a864ed5adf84c3e16251d267fd7d4962070fa543bfc2f	development	8	11002261881430522348	d84abcc828946839885a864ed5adf84c3e16251d267fd7d4962070fa543bfc2f	eaeffa78490573caaf209401cc117022747746bb36412152eacd08fd10a83ee8	two	5,7;6,8;7,8;8,8;7,9;8,10;7,11;6,10
development-d8-f59d68276ec4320407522477d7cc3035298bb236a91bb0d286c88e3510ebb7ef	development	8	16909446393953160101	f59d68276ec4320407522477d7cc3035298bb236a91bb0d286c88e3510ebb7ef	f807e7b3129873038754c50442cb5df0ff583beaaef09713dda365672248fce0	two	5,6;6,7;7,7;6,6;5,6;5,7;5,8;4,8
development-d8-c7379aa515d60f163878d8cc8cdf12b9cea63e8fb4ef358b672830e166727334	development	8	1832027221440943574	c7379aa515d60f163878d8cc8cdf12b9cea63e8fb4ef358b672830e166727334	c7379aa515d60f163878d8cc8cdf12b9cea63e8fb4ef358b672830e166727334	one	4,5;4,4;3,3;3,4;2,4;3,3;3,2;2,1
development-d8-77c55410c978b6e2b707876ac44d5585b2e62ea4b8756994b5e76236045a1630	development	8	1218641836750954770	77c55410c978b6e2b707876ac44d5585b2e62ea4b8756994b5e76236045a1630	882f46f6a39312bfb543585f972995cc51a7dd8b3082c823c5ea3455e282245b	one	5,6;6,6;7,5;8,5;7,4;6,5;6,4;7,4
development-d8-04fbb0dc9c4d773268e6d2cd942bbdc5a7eee099a8cdce2422f7c34d9d99c0f9	development	8	9563710809122678206	04fbb0dc9c4d773268e6d2cd942bbdc5a7eee099a8cdce2422f7c34d9d99c0f9	04fbb0dc9c4d773268e6d2cd942bbdc5a7eee099a8cdce2422f7c34d9d99c0f9	two	3,5;2,6;2,7;1,8;0,8;1,9;0,9;1,8
development-d8-ca6e9b263270891a1bc8f84abacdd344be02fd147a1a7a67ddf129df18e4082b	development	8	2926094980051945242	ca6e9b263270891a1bc8f84abacdd344be02fd147a1a7a67ddf129df18e4082b	ca6e9b263270891a1bc8f84abacdd344be02fd147a1a7a67ddf129df18e4082b	one	3,7;4,7;3,6;3,7;2,6;1,7;0,8;1,8
