schema	papersoccer.opening-bank.v1
phase	development
depth	4
pairs	39
rules	8x10;opponent_goal_only;player_to_move_loses
generator	uniform-legal-move-generator/v1
generator_seed	18128950407139886133
selection	splitmix64-unbiased-rejection-sampling/v1
state_hash_algorithm	sha256-canonical-game-state/v1
canonicalization	horizontal-reflection-min-serialization-sha256/v1
opening_ply_definition	one physical selected edge, including rebound edges
opening_id	phase	depth	generation_seed	state_hash	canonical_key	to_move	moves
development-d4-00dd42bef8d14d06988176aac01f27b60337aabb1a96b65a33723634e8731862	development	4	8130955812276980422	00dd42bef8d14d06988176aac01f27b60337aabb1a96b65a33723634e8731862	101f48f04f77aa6412a917687dc9a597d20a55dd4c106cf54d1de011993aa5a5	one	5,6;6,5;5,4;4,4
development-d4-93b2d96ed4a906eec6b9f66014f19f6847757bc4908a1543f778b18c4184453d	development	4	2332243667749128993	93b2d96ed4a906eec6b9f66014f19f6847757bc4908a1543f778b18c4184453d	63bffbcfb4216dd9249422b3fb1c8057fab4ffd792763c3840c45fd15e94094a	one	3,5;3,4;4,5;5,6
development-d4-d49d8f261935ed2b97a6e01844809a2105acdaff2b2c9a471026fb4a091a30bb	development	4	12542169605450431826	d49d8f261935ed2b97a6e01844809a2105acdaff2b2c9a471026fb4a091a30bb	d49d8f261935ed2b97a6e01844809a2105acdaff2b2c9a471026fb4a091a30bb	one	3,6;3,5;2,5;3,4
development-d4-4029e4a814b98cc55ef2e08e065ffa165fa9d0242a14c69da358f7ac0c21a651	development	4	14187744966716370997	4029e4a814b98cc55ef2e08e065ffa165fa9d0242a14c69da358f7ac0c21a651	2f2cff635b12f56f130f16a7e4aa8a9bec58c2f4d911c3c1625c5f7b34b879d0	one	5,6;5,5;4,4;4,3
development-d4-4f17d3189d5b5883d13ede14613c53d8992429bd28269f5d5cfd2a0ccb7319aa	development	4	7413185954272877881	4f17d3189d5b5883d13ede14613c53d8992429bd28269f5d5cfd2a0ccb7319aa	e62d4b92a6ae06f119cfd889d8b53b825ee8e4942dcc93fe9ecd5f30071c1d8c	one	5,6;6,5;5,4;6,4
development-d4-0623fe9b3555eb9d32af03c7bfe964ff0ee18efd059720c4b855b3701ece3699	development	4	13302307210986780515	0623fe9b3555eb9d32af03c7bfe964ff0ee18efd059720c4b855b3701ece3699	6a053523ae1291613935410ba442680c2a3eea99a13053564f584886d7e91e68	one	5,7;5,8;4,7;4,8
development-d4-6a60ce7c1e484b86e117be26221dee12b12035a54010e0199cb9e01d45d5d326	development	4	4346444843384033189	6a60ce7c1e484b86e117be26221dee12b12035a54010e0199cb9e01d45d5d326	6a60ce7c1e484b86e117be26221dee12b12035a54010e0199cb9e01d45d5d326	one	3,7;2,7;3,8;4,8
development-d4-ae1de2e9dc4f92da6e0348e89e202aca6a345d576257e41b2724ab4fcf1d21f6	development	4	7022777263358992223	ae1de2e9dc4f92da6e0348e89e202aca6a345d576257e41b2724ab4fcf1d21f6	a2778965bfcac5b3775a4ffa4d924fc3a2c2381c3c077d67c8e24510ed2724d2	two	5,5;5,6;4,6;5,7
development-d4-d546baf03966c469f9b59dba7c2eef3f1d5e2b187d044e25d28c3661865a5b23	development	4	5335174618311392293	d546baf03966c469f9b59dba7c2eef3f1d5e2b187d044e25d28c3661865a5b23	d21540e0d34ed611ec620b2c9ef151830af58d787d8f537749c2cb62320646c2	one	5,6;6,5;7,6;7,5
development-d4-41a7e6ae73e8cd5c4cc736f7cb272348ba51bd92cb38f3b7a4ccc81fefa31dcc	development	4	3213650203951552065	41a7e6ae73e8cd5c4cc736f7cb272348ba51bd92cb38f3b7a4ccc81fefa31dcc	85d6a7158a3b060f72f2c286aa56d9c464bd4d835447602fcf46577be00f2f03	two	5,5;4,4;4,5;5,5
