schema	papersoccer.opening-bank.v1
phase	test
depth	4
pairs	27
rules	8x10;opponent_goal_only;player_to_move_loses
generator	uniform-legal-move-generator/v1
generator_seed	6950345424396585233
selection	splitmix64-unbiased-rejection-sampling/v1
state_hash_algorithm	sha256-canonical-game-state/v1
canonicalization	horizontal-reflection-min-serialization-sha256/v1
opening_ply_definition	one physical selected edge, including rebound edges
opening_id	phase	depth	generation_seed	state_hash	canonical_key	to_move	moves
test-d4-b341e6024f02ee3fe6fb63689fe78da34f2b44159bc2edea594376c913a4abb4	test	4	16550114993077699849	b341e6024f02ee3fe6fb63689fe78da34f2b44159bc2edea594376c913a4abb4	dde9f42780702250f34dd1a689576edb59f8a4ade9a1c234ed960d5cdd6979cd	one	5,7;5,6;6,6;7,6
test-d4-5b4f99ef76b239e7fa3018cdacefa00a799d9abf8d7f16084b8ae4ef5644880a	test	4	14054888964251304858	5b4f99ef76b239e7fa3018cdacefa00a799d9abf8d7f16084b8ae4ef5644880a	5b4f99ef76b239e7fa3018cdacefa00a799d9abf8d7f16084b8ae4ef5644880a	one	3,7;2,6;3,5;3,4
test-d4-d0437be169c72c5dd572d4876651dff12d33108a1dc661d16aa59cb333a6ea7d	test	4	10543519699871182692	d0437be169c72c5dd572d4876651dff12d33108a1dc661d16aa59cb333a6ea7d	d0437be169c72c5dd572d4876651dff12d33108a1dc661d16aa59cb333a6ea7d	one	3,7;3,6;2,6;2,5
test-d4-e8baabc80a9303dd9298c5ee2c0c30343c01cd36ba1c15b7e02bfea7f662f7c9	test	4	7827045788596961233	e8baabc80a9303dd9298c5ee2c0c30343c01cd36ba1c15b7e02bfea7f662f7c9	e9f5dbfcb1ac55aac7e26372079821ed515cb07cb4d307c5b0cb4ff83d2e2dd8	two	5,5;6,4;7,3;8,4
test-d4-91b52a1f091bd24027c95c98198d89a0406cee9dccaf2ccb8f20c90a48bfb0d5	test	4	13557398891648698147	91b52a1f091bd24027c95c98198d89a0406cee9dccaf2ccb8f20c90a48bfb0d5	91b52a1f091bd24027c95c98198d89a0406cee9dccaf2ccb8f20c90a48bfb0d5	two	3,6;2,5;2,6;3,6
test-d4-5f7ba2c5d0f86df946f5517b27d59494f5e9631625dc88dd831fedbd0be0fb92	test	4	12451455908549733243	5f7ba2c5d0f86df946f5517b27d59494f5e9631625dc88dd831fedbd0be0fb92	769cb143bcb2e67d3e2c90c4a44cdd9a1758271a0f83bc9922ec3fd179603cfa	one	3,5;3,6;4,7;5,6
test-d4-326b855834d5549143d7a7361a5e60c19b24cf5e6b1f8193f3ce5558488dbbcf	test	4	1905823374086613268	326b855834d5549143d7a7361a5e60c19b24cf5e6b1f8193f3ce5558488dbbcf	36b9c50fd63f907f46e1c8bdcfac78fa7420fb80f34db04899f6fb494fd9be33	one	5,7;6,6;7,5;7,6
test-d4-d23d19062218bb55e7b7ffc40b0fa955b473dc3e1678e6dfa9acc153680859ff	test	4	13339007421380608296	d23d19062218bb55e7b7ffc40b0fa955b473dc3e1678e6dfa9acc153680859ff	d23d19062218bb55e7b7ffc40b0fa955b473dc3e1678e6dfa9acc153680859ff	one	4,5;4,4;3,3;4,3
test-d4-a0346b2458e43fa1202773267842503c5dd2d667ed32b14ccc1d789a1155da4f	test	4	14299537329609803571	a0346b2458e43fa1202773267842503c5dd2d667ed32b14ccc1d789a1155da4f	a0346b2458e43fa1202773267842503c5dd2d667ed32b14ccc1d789a1155da4f	one	5,7;5,6;4,7;3,7
test-d4-199ac379cd4c7ed25e60001ba35b12a7a23f75af95449ca8f3c86500e3e756b1	test	4	2727782555521102386	199ac379cd4c7ed25e60001ba35b12a7a23f75af95449ca8f3c86500e3e756b1	199ac379cd4c7ed25e60001ba35b12a7a23f75af95449ca8f3c86500e3e756b1	one	3,6;2,7;1,7;1,8
test-d4-7212031707cbff99429dbed0c877f2b9dceb4319eb475b3ddac6c80de7d6bac6	test	4	15046635110706873697	7212031707cbff99429dbed0c877f2b9dceb4319eb475b3ddac6c80de7d6bac6	abd71f7a8c70993d72192c5dc5cef65393a6a2119861a8ec6db28ef32b0ffc17	one	5,7;5,8;6,8;7,9
test-d4-3bc74a16698e21b4183289073ec3a48c16596c3c5f0dee85072fdc215e7e225a	test	4	6913686048397143301	3bc74a16698e21b4183289073ec3a48c16596c3c5f0dee85072fdc215e7e225a	f760e166f859d1c0989a5417eb935808784176984ee818c1191a3758d7de2001	one	4,5;5,6;6,7;5,8
test-d4-f822fd9fde031d64923b770455b5db04bd099dd27b2aca9e18f91d412ac5adcd	test	4	5844992508421535672	f822fd9fde031d64923b770455b5db04bd099dd27b2aca9e18f91d412ac5adcd	68213314a800039a85d50ad8215e2ce8317409b1886a7cd048172e97665f18ea	one	5,6;6,6;7,5;6,5
test-d4-c07b7c92fa08f747b5afc3187da13bb993d785986374fef0598d88c1ab7cfd0a	test	4	10546900153434430919	c07b7c92fa08f747b5afc3187da13bb993d785986374fef0598d88c1ab7cfd0a	5cac865c7dc8925a0b90d9175851f5ab73092a999f6262b13c6ebb73b1c75a5d	one	5,7;6,6;5,6;4,5
test-d4-c52d08a713280f8ed5d40fce95d2432f2ca4f52014cb637dbb78c114b4ce0100	test	4	11422484409592621607	c52d08a713280f8ed5d40fce95d2432f2ca4f52014cb637dbb78c114b4ce0100	c52d08a713280f8ed5d40fce95d2432f2ca4f52014cb637dbb78c114b4ce0100	one	3,5;3,6;2,6;1,6
test-d4-29fab64d9eb90abcb0a220046928af2f4d5d256f6a768f65602f5c2c1a3e09dc	test	4	7240809731321510408	29fab64d9eb90abcb0a220046928af2f4d5d256f6a768f65602f5c2c1a3e09dc	29fab64d9eb90abcb0a220046928af2f4d5d256f6a768f65602f5c2c1a3e09dc	one	3,6;2,7;3,8;3,9
test-d4-c43ccefdd89d2dfa9423ab3555b14659c500a5e6f7225b229c53c82e8f6ddaed	test	4	515734673126219987	c43ccefdd89d2dfa9423ab3555b14659c500a5e6f7225b229c53c82e8f6ddaed	c43ccefdd89d2dfa9423ab3555b14659c500a5e6f7225b229c53c82e8f6ddaed	one	3,6;2,6;3,7;4,7
test-d4-d21df14d0d2515c842eff602e2d0df3d41556f4293ad84ba5af755e22fc09666	test	4	12414640234216162459	d21df14d0d2515c842eff602e2d0df3d41556f4293ad84ba5af755e22fc09666	d21df14d0d2515c842eff602e2d0df3d41556f4293ad84ba5af755e22fc09666	one	4,5;4,4;3,4;2,3
test-d4-e8b3ec5f609e84963f5a7f181b006fe46f7b52df3156722cb3c697807936922f	test	4	17001475970696840820	e8b3ec5f609e84963f5a7f181b006fe46f7b52df3156722cb3c697807936922f	69762caad740d199277160b9619e35f3aaa0bfb5a3590352cdd06f4fbabd3024	one	4,7;3,6;4,5;5,6
test-d4-f4c81a7ae791c763722371ce832c9df22e8b6882ea7b3401b08025a4e1be2826	test	4	16769615367530044840	f4c81a7ae791c763722371ce832c9df22e8b6882ea7b3401b08025a4e1be2826	f4c81a7ae791c763722371ce832c9df22e8b6882ea7b3401b08025a4e1be2826	two	3,7;3,6;4,7;3,7
test-d4-27667d56d82272162111eede48be4075f314a5b979c4c64e92b0f0af5372fc16	test	4	2520309098508558189	27667d56d82272162111eede48be4075f314a5b979c4c64e92b0f0af5372fc16	52e3a90adc6f5a12cc6f6cb304efd53fe44da79c25ae4d55369e3cbce7614076	one	4,7;5,8;6,9;6,8
test-d4-65e34b319bab7d09ef66abd857b33d04a6e9f48f3632afb7dd78cf281a992c41	test	4	11342477106235451810	65e34b319bab7d09ef66abd857b33d04a6e9f48f3632afb7dd78cf281a992c41	4cd0714a16aa3f210b2535940e4484cab649109a1fdb0acf6229401fb24cd50a	one	4,5;5,6;5,5;5,4
test-d4-3003f15d569c170a441c06e217b63eca566a7914b2aae6ebc33f600749dc8624	test	4	15826557804148904259	3003f15d569c170a441c06e217b63eca566a7914b2aae6ebc33f600749dc8624	b524fe919c463df1e74b1cf3e008c46809f871502a3fa690b02de544057b8020	one	5,7;6,8;6,9;6,10
test-d4-a4f408a9fe8fce2e23088e453baa0fb45a3293cbef4e585cb35e5dd95faa3cdb	test	4	13043906114860452873	a4f408a9fe8fce2e23088e453baa0fb45a3293cbef4e585cb35e5dd95faa3cdb	a4f408a9fe8fce2e23088e453baa0fb45a3293cbef4e585cb35e5dd95faa3cdb	one	4,5;3,6;3,5;4,4
test-d4-922835955da6ba64a36adeefe1dd51670aa60aa4a8535bb1f31790ab71a05dfe	test	4	8998125910281866451	922835955da6ba64a36adeefe1dd51670aa60aa4a8535bb1f31790ab71a05dfe	a3d2de9f5aae326fbe86da8ad627edca9e04f3c0b97675632e3db77bdf40cfa5	one	5,6;4,7;3,7;4,8
test-d4-f8b4db2e479b3ffd9b02a74e7745f9dc8c9244a09cc4136137bfc540c32d7c36	test	4	15657316938932112592	f8b4db2e479b3ffd9b02a74e7745f9dc8c9244a09cc4136137bfc540c32d7c36	f8b4db2e479b3ffd9b02a74e7745f9dc8c9244a09cc4136137bfc540c32d7c36	one	3,7;4,7;3,8;2,7
test-d4-a71273aba2c8c8a49265eb26fcbcd7b9e97d5bc41abea355ad914610363dac54	test	4	1479117435846647652	a71273aba2c8c8a49265eb26fcbcd7b9e97d5bc41abea355ad914610363dac54	a71273aba2c8c8a49265eb26fcbcd7b9e97d5bc41abea355ad914610363dac54	one	3,6;2,7;1,8;1,9
