schema	papersoccer.opening-bank.v1
phase	test
depth	12
pairs	26
rules	8x10;opponent_goal_only;player_to_move_loses
generator	uniform-legal-move-generator/v1
generator_seed	7381674447952460139
selection	splitmix64-unbiased-rejection-sampling/v1
state_hash_algorithm	sha256-canonical-game-state/v1
canonicalization	horizontal-reflection-min-serialization-sha256/v1
opening_ply_definition	one physical selected edge, including rebound edges
opening_id	phase	depth	generation_seed	state_hash	canonical_key	to_move	moves
test-d12-34973439937155599579a4d6e84b9b10a727ee6c404ee5277d4822ff44a4df70	test	12	11705714554411278582	34973439937155599579a4d6e84b9b10a727ee6c404ee5277d4822ff44a4df70	51408bb70a179be21ec85d9ecff287ad2f626b211ecdd3fcbb8f9782bd4eee61	one	5,5;5,4;6,5;5,5;4,4;4,5;5,6;4,6;4,5;5,4;4,3;4,2
test-d12-b774a06c329ebf5ce2c08ae1dc8cf0cbcc090149bdcc66116d88118fb1a7d5f6	test	12	5976251036182241792	b774a06c329ebf5ce2c08ae1dc8cf0cbcc090149bdcc66116d88118fb1a7d5f6	b774a06c329ebf5ce2c08ae1dc8cf0cbcc090149bdcc66116d88118fb1a7d5f6	two	3,7;3,8;2,8;1,8;1,7;0,7;1,6;0,5;1,5;0,6;1,7;2,8
test-d12-f56d655c528cfe997eaacdae227355be4cf25387bc9352506ac28f5df63a0195	test	12	17247857759724895663	f56d655c528cfe997eaacdae227355be4cf25387bc9352506ac28f5df63a0195	606ea3fd1c951118c7ee30335e38c821d12969f75c0a097d7ec8d5f286b656cd	two	4,5;5,6;5,7;6,7;6,8;6,9;7,8;7,9;6,10;6,9;5,8;4,7
test-d12-a2433727845e770416c20ae15ef043a05a9271b6d0b2f78708a48b7b6178cf08	test	12	14067401670697964994	a2433727845e770416c20ae15ef043a05a9271b6d0b2f78708a48b7b6178cf08	a2433727845e770416c20ae15ef043a05a9271b6d0b2f78708a48b7b6178cf08	two	4,5;3,4;2,4;2,5;1,5;1,6;0,5;1,5;0,4;1,3;2,2;3,2
test-d12-098673219b3bfab9a8937a55bf49cc97d47475fa8b6e63e160a1fe8159fc53bc	test	12	17375739222656644981	098673219b3bfab9a8937a55bf49cc97d47475fa8b6e63e160a1fe8159fc53bc	9da10752f346fdfddc397e60052e10004f79891596cbf6029c435510dda9e59a	one	5,7;5,8;6,7;6,8;7,7;6,7;5,6;4,6;4,5;5,4;6,4;7,5
test-d12-6c07189c91e0bccf870dba0e58bbe676558152c2ec92594a7b2cbd80cb2d8044	test	12	13878311351206994962	6c07189c91e0bccf870dba0e58bbe676558152c2ec92594a7b2cbd80cb2d8044	2140576803404f1e5ffc6d18e96d2e4461360a5cf4774f5f81c7f54bf517b051	one	4,5;5,4;6,3;7,3;8,3;7,2;8,2;7,1;7,2;6,2;6,1;7,2
test-d12-8d3c46bd0398d85681eabf9fca14ccc0f2990de002fc5efc88ffadb680033946	test	12	9515020365631307720	8d3c46bd0398d85681eabf9fca14ccc0f2990de002fc5efc88ffadb680033946	8d3c46bd0398d85681eabf9fca14ccc0f2990de002fc5efc88ffadb680033946	two	5,6;6,5;6,4;7,5;8,6;7,6;6,5;5,4;4,3;4,2;3,1;3,2
test-d12-a9cc23bbdeacab44231a8f4c81008104de96d611e64ab322e31536a3b1fd802e	test	12	6843878030965933795	a9cc23bbdeacab44231a8f4c81008104de96d611e64ab322e31536a3b1fd802e	d0cb81a74739d6e7ff80d5347ab5d1be8700bd8e2d1b6b94eb4598324bd05ec1	one	4,7;5,7;6,7;6,6;7,7;8,7;7,8;7,9;6,8;5,9;6,10;7,9
test-d12-b53226e862effabb5b664c99ab2bb754a981e980758f3d10a5adde24ce6fef1a	test	12	17965119248394988434	b53226e862effabb5b664c99ab2bb754a981e980758f3d10a5adde24ce6fef1a	b53226e862effabb5b664c99ab2bb754a981e980758f3d10a5adde24ce6fef1a	two	4,5;5,6;5,5;4,4;3,4;3,3;2,4;1,3;0,4;1,4;0,3;1,3
test-d12-1cb527ae334a1bdb6ac179d66a15bbd8cd0c9e22409983eaf7aae00c2f409954	test	12	11700137788548036891	1cb527ae334a1bdb6ac179d66a15bbd8cd0c9e22409983eaf7aae00c2f409954	95efb41aadb1197bea90b3e612f4a117ad2524772f19328fdc516c66f76ef885	one	5,6;4,5;5,4;6,5;5,5;5,6;6,5;7,5;8,6;7,7;8,7;7,8
